id,score,year,name
201551,0.001082301,2015,Arantxa Rus
200617,0.001081638,2015,Kimiko Date Krumm
202628,0.001079517,2015,Maryna Zanevska
201554,0.001035429,2015,Vitalia Diatchenko
206194,0.001021921,2015,Gabriela Ce
203281,0.001020073,2015,Amandine Hesse
206107,0.001014571,2015,Zhaoxuan Yang
202440,0.000998354,2015,Paula Ormaechea
211651,0.000984704,2015,Paula Badosa
203576,0.0009788,2015,Kai Lin Zhang
206242,0.000971808,2015,Beatriz Haddad Maia
202496,0.000958283,2015,Samantha Crawford
202477,0.000898483,2015,Dinah Pfizenmaier
202468,0.00088292,2015,Jessica Pegula
201426,0.000873158,2015,Pauline Parmentier
201697,0.000866714,2015,Kristyna Pliskova
202492,0.000865184,2015,Qiang Wang
201485,0.000843341,2015,Alla Kudryavtseva
201508,0.000841992,2015,Petra Cetkovska
203501,0.000834188,2015,Taylor Townsend
201547,0.000833112,2015,Michelle Larcher De Brito
211635,0.000832428,2015,Louisa Chirico
201456,0.00082799,2015,Olga Savchuk
206219,0.000814297,2015,Oceane Dodin
201541,0.000778162,2015,Chanelle Scheepers
211856,0.000754076,2015,Anastasiya Komardina
202685,0.000754076,2015,Misa Eguchi
206424,0.000754076,2015,Katharina Lehnert
202503,0.000754076,2015,Luksika Kumkhum
201414,0.000753685,2015,Michaella Krajicek
202479,0.000738327,2015,Grace Min
201377,0.000714073,2015,Yuliya Beygelzimer
212001,0.000690009,2015,Natalia Vikhlyantseva
201400,0.000685998,2015,Nicole Vaidisova
201503,0.000681374,2015,Ayumi Morita
202460,0.00067199,2015,Ons Jabeur
201568,0.000665014,2015,Kristina Kucova
203567,0.000656695,2015,Ipek Soylu
202594,0.000651174,2015,Elena Bogdan
211736,0.000646168,2015,Ivana Jorovic
202436,0.000643124,2015,Reka Luca Jani
203552,0.000639437,2015,Risa Ozaki
206374,0.000631801,2015,Yafan Wang
204288,0.000626857,2015,Ji Hee Choi
206124,0.000626613,2015,Tereza Martincova
214388,0.000622005,2015,Anna Bondar
201666,0.000620371,2015,Cagla Buyukakcay
201481,0.000620084,2015,Tamira Paszek
201443,0.000616689,2015,Alexa Glatch
201424,0.000615991,2015,Shahar Peer
211796,0.000610646,2015,Francoise Abanda
204377,0.000609707,2015,Indy De Vroome
202622,0.000593193,2015,Lyudmyla Kichenok
201472,0.000591851,2015,Romina Oprandi
201514,0.000590827,2015,Sorana Cirstea
202480,0.00055469,2015,Richel Hogenkamp
214419,0.000407609,2015,Nina Kalezic
203504,0.000407609,2015,Miyu Kato
203509,0.000407609,2015,Diana Marcinkevica
211105,0.000407609,2015,Akvile Parazinskaite
202536,0.000407609,2015,Ana Bogdan
204420,0.000407609,2015,Marcela Zacarias
204294,0.000407609,2015,Su Jeong Jang
204291,0.000407609,2015,Na Lae Han
202669,0.000407609,2015,Cristina Dinu
211529,0.000407609,2015,Sandra Samir
203341,0.000407609,2015,Sanaz Marand
201532,0.000407609,2015,Anastasia Pivovarova
202693,0.000407609,2015,Ya Hsuan Lee
210173,0.000407609,2015,Ushna Suhail
208603,0.000407609,2015,Amira Benaissa
201542,0.000407609,2015,Olivia Rogowska
204282,0.000407609,2015,Anastasiya Prenko
201549,0.000407609,2015,Petra Martic
215125,0.000407609,2015,Saara Kunakunova
215124,0.000407609,2015,Sara Amini
215126,0.000407609,2015,Eliza Askarova
215123,0.000407609,2015,Yus Syazlin Nabila Binti Yusri
215122,0.000407609,2015,Angeline Devi Devanthiran
215042,0.000407609,2015,Katie Swan
214842,0.000407609,2015,Zuleykha Safarova
204304,0.000407609,2015,Jawairiah Noordin
201482,0.000407609,2015,Andreja Klepac
211227,0.000407609,2015,Lina Gjorcheska
201646,0.000407609,2015,Maria Joao Koehler
211222,0.000407609,2015,Jamie Loeb
214632,0.000407609,2015,Ghazal Pakbaten
214630,0.000407609,2015,Hjordis Rosa Gudmundsdottir
202706,0.000407609,2015,Manon Arcangioli
213972,0.000407609,2015,Ines Ibbou
202493,0.000407609,2015,Ekaterine Gorgodze
206060,0.000407609,2015,Ani Amiraghyan
206063,0.000407609,2015,Caroline Rohde Moe
211814,0.000407609,2015,Julia Grabher
201365,0.000407609,2015,Edina Gallovits Hall
203549,0.000407609,2015,Olga Ianchuk
202365,0.000407609,2015,Lavinia Tananta
211043,0.000407609,2015,Maria Paulina Perez Garcia
201462,0.000407609,2015,Alberta Brianti
210303,0.000407609,2015,Kathinka Von Deichmann
204411,0.000407609,2015,Storm Sanders
215016,0.000407609,2015,Eleonora Molinaro
201605,0.000407609,2015,Mandy Minella
211864,0.000407609,2015,Maria Fernanda Herazo Gonzalez
201537,0.000407609,2015,Patricia Mayr Achleitner
204434,0.000407609,2015,Ysaline Bonaventure
204430,0.000407609,2015,Antonia Lottner
203584,0.000407609,2015,Adriana Perez
214123,0.000407609,2015,Kristina Schmiedlova
211768,0.000407609,2015,Naomi Osaka
201428,0.000407609,2015,Mathilde Johansson
201423,0.000407609,2015,Yvonne Meusburger
206329,0.000407609,2015,Montserrat Gonzalez
213827,0.000407609,2015,Magdalena Stoilkovska
206213,0.000407609,2015,Amy Bowtell
205909,0.000407609,2015,Ola Abou Zekry
213628,0.000407609,2015,Melanie Stokke
214905,0.000407609,2015,Abigail Tere Apisah
203290,0.000407609,2015,Piia Suomalainen
203414,0.000407609,2015,Nicole Melichar
200773,0.000407609,2015,Stephanie Foretz Gacon
203297,0.000407609,2015,Nadiya Kichenok
206102,0.000407609,2015,Ankita Raina
206106,0.000407609,2015,Prarthana G Thombare
211234,0.000407609,2015,Deria Nur Haliza
201672,0.000407609,2015,Nigina Abduraimova
206289,0.000407609,2015,Maria Sakkari
201674,0.000407609,2015,Sabina Sharipova
214623,0.000407609,2015,Lusine Chobanyan
214625,0.000407609,2015,Eliza Omirou
214629,0.000407609,2015,Anna Soffia Gronholm
203521,0.000407609,2015,Andrea Gamiz
202302,0.000407609,2015,Maria Fernanda Alves
201580,0.000407609,2015,Xinyun Han
201589,0.000407609,2015,Sharon Fichman
213550,0.000407609,2015,Sofia Kenin
211539,0.000407609,2015,Fiona Ferro
210439,0.000407609,2015,Ella Leivo
201370,0.000407609,2015,Anastasia Rodionova
206178,0.000407609,2015,Susanne Celik
202600,0.000407609,2015,Viktoriya Tomova
202604,0.000407609,2015,Despina Papamichail
202420,0.000407609,2015,An Sophie Mestach
201701,0.000407609,2015,Basak Eraydin
206252,0.000407609,2015,Barbora Krejcikova
200001,0.000407609,2015,Martina Hingis
200009,0.000407609,2015,Tamarine Tanasugarn
201638,0.000407609,2015,Estrella Cabeza Candela
211279,0.000407609,2015,Harriet Dart
201631,0.000407609,2015,Nicha Lertpitaksinchai
215017,0.000407609,2015,Lauren Deegan
205591,0.000407609,2015,Paula Cristina Goncalves
206387,0.000407609,2015,Aymet Uzcategui
211267,0.000407609,2015,Daniela Ciobanu
210871,0.000407609,2015,Steffi Carruthers
202581,0.000407609,2015,Chanel Simmonds
202464,0.000407609,2015,Yuliana Lizarazo
202467,0.000407609,2015,Elitsa Kostova
206037,0.000407609,2015,Daniela Seguel
203591,0.000407609,2015,Katy Dunne
202900,0.000407609,2015,Maria Fernanda Alvarez Teran
201339,0.000407609,2015,Renata Voracova
211472,0.000407609,2015,Oleksandra Korashvili
201703,0.000407609,2015,Yi Fan Xu
201386,0.000407609,2015,Jie Zheng
201387,0.000407609,2015,Sofia Arvidsson
201380,0.000407609,2015,Claudine Schaul
202348,0.000407609,2015,Lina Stanciute
211404,0.000407609,2015,Kristina Samardzic
206049,0.000407609,2015,Jovana Jaksic
202640,0.000407609,2015,Irina Ramialison
206183,0.000407609,2015,Cindy Burger
206349,0.000407609,2015,Mayo Hibi
213734,0.000407609,2015,Mariam Bolkvadze
206344,0.000407609,2015,Fernanda Brito
213631,0.000407609,2015,Marie Bouzkova
213634,0.000407609,2015,Rita Atik
203456,0.000407609,2015,Jelena Simic
204362,0.000407609,2015,Theiviya Selvarajoo
201667,0.000407609,2015,Ling Zhang
211208,0.000407609,2015,Ho Ching Wu
212302,0.000407609,2015,Lesedi Sheya Jacobs
206045,0.000407609,2015,Quirine Lemoine
212304,0.000407609,2015,Maria Siopacha
211843,0.000407609,2015,Anhelina Kalinina
211684,0.000407609,2015,Magdalena Frech
202426,0.000407609,2015,Julia Boserup
201691,0.000407609,2015,Dia Evtimova
201526,0.000407609,2015,Julie Coin
201447,0.000407609,2015,Vania King
202681,0.000407609,2015,Gabriela Dabrowski
201442,0.000407609,2015,Yung Jan Chan
201440,0.000407609,2015,Laura Pous Tio
206075,0.000407609,2015,Hiroko Kuwata
210046,0.000407609,2015,Anna Clarice Patrimonio
213604,0.000407609,2015,Luisa Stefani
212266,0.000407609,2015,Khee Yen Wee
203578,0.000407609,2015,Fangzhou Liu
203475,0.000407609,2015,Carol Zhao
213023,0.000407609,2015,Iman Qureshi
206430,0.000407609,2015,Carolina Meligeni Rodrigues Alves
201656,0.000407609,2015,Tadeja Majeric
201657,0.000407609,2015,Nastja Kolar
201653,0.000407609,2015,Ellen Allgurin
202508,0.000407609,2015,Yuxuan Zhang
204419,0.000407609,2015,Ana Sofia Sanchez
202502,0.000407609,2015,So Ra Lee
202500,0.000407609,2015,Maria Sanchez
203379,0.000407609,2015,Marina Melnikova
202488,0.000407609,2015,Valentyna Ivakhnenko
202482,0.000407609,2015,Barbara Haas
202487,0.000407609,2015,Nastassja Burnett
202475,0.000407609,2015,Jasmina Tinjic
202471,0.000407609,2015,Karen Barbat
202626,0.000407609,2015,Stephanie Vogt
202395,0.000407609,2015,Maria Irigoyen
214219,0.000407609,2015,Tessah Andrianjafitrimo
201578,0.000407609,2015,Kai Chen Chang
202659,0.000407609,2015,Tereza Mrdeza
210958,0.000407609,2015,Alexandra Perper
201573,0.000407609,2015,Laura Robson
211321,0.000407609,2015,Klaartje Liebens
210138,0.000407609,2015,Noelia Zeballos
210640,0.000407609,2015,Liniques Theron
201612,0.000407609,2015,Junri Namigata
201613,0.000407609,2015,Arina Rodionova
212314,0.000407609,2015,Jahana Bayramova
201521,0.011204829,2014,Carla Suarez Navarro
201421,0.010836715,2014,Ana Ivanovic
201496,0.009335439,2014,Caroline Wozniacki
201594,0.008971906,2014,Simona Halep
201505,0.008958401,2014,Ekaterina Makarova
201474,0.008862822,2014,Agnieszka Radwanska
201662,0.008814593,2014,Karolina Pliskova
201425,0.008648483,2014,Lucie Safarova
201492,0.008522463,2014,Andrea Petkovic
201345,0.008379122,2014,Maria Sharapova
202494,0.008331312,2014,Elina Svitolina
201397,0.008312566,2014,Shuai Peng
201493,0.008247161,2014,Angelique Kerber
200033,0.008156184,2014,Serena Williams
202446,0.008034515,2014,Eugenie Bouchard
202469,0.008014271,2014,Garbine Muguruza
200748,0.007747024,2014,Venus Williams
201506,0.007570265,2014,Sara Errani
201347,0.007421436,2014,Jelena Jankovic
201520,0.007265576,2014,Petra Kvitova
201427,0.006893841,2014,Alize Cornet
201495,0.006725092,2014,Dominika Cibulkova
202429,0.006639979,2014,Camila Giorgi
201478,0.006633087,2014,Varvara Lepchenko
201348,0.006552219,2014,Casey Dellacqua
201366,0.006551525,2014,Barbora Zahlavova Strycova
201344,0.006524656,2014,Klara Koukalova
201325,0.006508758,2014,Samantha Stosur
201499,0.006351174,2014,Anastasia Pavlyuchenkova
201597,0.006303735,2014,Kurumi Nara
201355,0.006247451,2014,Flavia Pennetta
201616,0.006073157,2014,Lauren Davis
201619,0.005986874,2014,Madison Keys
201419,0.005760535,2014,Na Li
201614,0.005684874,2014,Caroline Garcia
201610,0.005385072,2014,Zarina Diyas
201465,0.005375338,2014,Kirsten Flipkens
201512,0.005309678,2014,Monica Niculescu
201513,0.005204691,2014,Sabine Lisicki
201621,0.005147893,2014,Mona Barthel
201562,0.005133588,2014,Silvia Soler Espinosa
201539,0.005069424,2014,Christina Mchale
201320,0.005059155,2014,Svetlana Kuznetsova
201311,0.004947853,2014,Roberta Vinci
201514,0.004907246,2014,Sorana Cirstea
202450,0.004904448,2014,Jana Cepelova
201533,0.004801169,2014,Shuai Zhang
201620,0.004664249,2014,Monica Puig
201466,0.004656955,2014,Kaia Kanepi
201590,0.00464694,2014,Alison Riske
202505,0.004630224,2014,Belinda Bencic
202470,0.004621717,2014,Annika Beck
201585,0.004585106,2014,Sloane Stephens
201455,0.004527254,2014,Elena Vesnina
201587,0.004511008,2014,Bojana Jovanovski
201548,0.004351118,2014,Ajla Tomljanovic
201498,0.004300869,2014,Karin Knapp
201593,0.004206559,2014,Irina Camelia Begu
201290,0.004196882,2014,Daniela Hantuchova
202428,0.0041254,2014,Kiki Bertens
201450,0.004054936,2014,Tsvetana Pironkova
201535,0.004051412,2014,Coco Vandeweghe
201523,0.004023873,2014,Marina Erakovic
201468,0.003996915,2014,Yaroslava Shvedova
201540,0.003917572,2014,Kristina Mladenovic
202499,0.003910487,2014,Donna Vekic
201517,0.003881598,2014,Magdalena Rybarikova
201541,0.003849376,2014,Chanelle Scheepers
201504,0.003824852,2014,Julia Goerges
201490,0.003808207,2014,Timea Bacsinszky
201458,0.003639086,2014,Victoria Azarenka
201586,0.003602837,2014,Heather Watson
201640,0.003555387,2014,Maria Teresa Torro Flor
201447,0.003555074,2014,Vania King
201518,0.003457052,2014,Yanina Wickmayer
201527,0.003412113,2014,Stefanie Voegele
201212,0.003305609,2014,Francesca Schiavone
201667,0.003245866,2014,Ling Zhang
201386,0.003159597,2014,Jie Zheng
201603,0.003158933,2014,Shelby Rogers
200002,0.003074103,2014,Mirjana Lucic
201508,0.00300148,2014,Petra Cetkovska
201423,0.002888512,2014,Yvonne Meusburger
200617,0.002866026,2014,Kimiko Date Krumm
201537,0.002752779,2014,Patricia Mayr Achleitner
201424,0.002696331,2014,Shahar Peer
202694,0.002643718,2014,Teliana Pereira
201555,0.002603552,2014,Polona Hercog
201596,0.002457141,2014,Johanna Larsson
202418,0.002420728,2014,Lara Arruabarrena
202503,0.002362959,2014,Luksika Kumkhum
206037,0.002309469,2014,Daniela Seguel
212230,0.002309469,2014,Olivia Bennett
210160,0.002309469,2014,Carolina De Los Santos
214641,0.002309469,2014,Ariana Rahmanparast
213795,0.002309469,2014,Ariana Rodriguez
201486,0.002288327,2014,Aleksandra Wozniak
202421,0.002276564,2014,Alison Van Uytvanck
202440,0.002197189,2014,Paula Ormaechea
201672,0.002167161,2014,Nigina Abduraimova
211951,0.002097088,2014,Ana Konjuh
201452,0.002091699,2014,Lourdes Dominguez Lino
201472,0.002063249,2014,Romina Oprandi
201501,0.002026264,2014,Olga Govortsova
204431,0.002009744,2014,Anna Lena Friedsam
201426,0.001948916,2014,Pauline Parmentier
201693,0.001872818,2014,Timea Babos
203575,0.001840557,2014,Danka Kovinic
202453,0.001823305,2014,Saisai Zheng
201515,0.001799639,2014,Alisa Kleybanova
201567,0.001778152,2014,Alexandra Dulgheru
202479,0.001751601,2014,Grace Min
202477,0.001718439,2014,Dinah Pfizenmaier
201595,0.00168275,2014,Misaki Doi
201444,0.001656443,2014,Su Wei Hsieh
201547,0.001654673,2014,Michelle Larcher De Brito
201485,0.001623424,2014,Alla Kudryavtseva
201666,0.001599712,2014,Cagla Buyukakcay
206049,0.001593965,2014,Jovana Jaksic
201568,0.001590084,2014,Kristina Kucova
201615,0.001511099,2014,Lesia Tsurenko
201674,0.001495649,2014,Sabina Sharipova
206106,0.001480081,2014,Prarthana G Thombare
201599,0.001478776,2014,Andrea Hlavackova
202484,0.001461455,2014,Nicole Gibbs
201457,0.001459399,2014,Jarmila Gajdosova
202900,0.001457997,2014,Maria Fernanda Alvarez Teran
201556,0.001437711,2014,Lucie Hradecka
201709,0.001433853,2014,Yulia Putintseva
201373,0.001422349,2014,Maria Kirilenko
202434,0.001411165,2014,Aleksandra Krunic
203501,0.001403383,2014,Taylor Townsend
202622,0.001397284,2014,Lyudmyla Kichenok
204426,0.001382651,2014,Anett Kontaveit
201668,0.00138105,2014,Alexandra Panova
202480,0.001339604,2014,Richel Hogenkamp
205925,0.001339027,2014,Aliaksandra Sasnovich
203578,0.001318387,2014,Fangzhou Liu
201600,0.001315255,2014,Jamie Hampton
210951,0.001291996,2014,Marian Jade Capadocia
201531,0.001288921,2014,Mariana Duque Marino
204327,0.001269912,2014,Mai Grage
203533,0.001253333,2014,Anna Karolina Schmiedlova
201329,0.001245097,2014,Vera Zvonareva
202410,0.001241353,2014,Sofia Shapatava
202426,0.00123434,2014,Julia Boserup
202663,0.001234028,2014,Magda Linette
211701,0.001230883,2014,Katerina Siniakova
201638,0.001204049,2014,Estrella Cabeza Candela
210046,0.001199362,2014,Anna Clarice Patrimonio
202653,0.001192139,2014,Denisa Allertova
205591,0.001185624,2014,Paula Cristina Goncalves
202393,0.001185624,2014,Andrea Koch Benvenuto
200043,0.001162486,2014,Virginie Razzano
201402,0.00112873,2014,Sesil Karatantcheva
203297,0.001122134,2014,Nadiya Kichenok
211269,0.001105596,2014,Eudice Wong Chong
201454,0.001081035,2014,Akgul Amanmuradova
206374,0.001070888,2014,Yafan Wang
201503,0.001068186,2014,Ayumi Morita
202684,0.001064135,2014,Lin Zhu
211533,0.001063073,2014,Jelena Ostapenko
202427,0.001046514,2014,Johanna Konta
201584,0.001042267,2014,Ksenia Pervak
201656,0.001040523,2014,Tadeja Majeric
208531,0.001029009,2014,Kirsten Andrea Weedon
201697,0.001028793,2014,Kristyna Pliskova
206213,0.001019623,2014,Amy Bowtell
203576,0.001016387,2014,Kai Lin Zhang
202492,0.001009295,2014,Qiang Wang
201483,0.00100376,2014,Madison Brengle
202460,0.001003444,2014,Ons Jabeur
201589,0.000999988,2014,Sharon Fichman
201524,0.000989493,2014,Urszula Radwanska
202702,0.000964139,2014,Tereza Smitkova
202487,0.000947657,2014,Nastassja Burnett
202415,0.000935335,2014,Ximena Hermoso
206240,0.000913251,2014,Patricia Ku Flores
204394,0.000903865,2014,Valentini Grammatikopoulou
206285,0.000891166,2014,Inna Volkovich
204291,0.000891166,2014,Na Lae Han
206289,0.000891166,2014,Maria Sakkari
209154,0.000891166,2014,Nantenaina Ramalalaharivololona
211267,0.000891166,2014,Daniela Ciobanu
214139,0.000891166,2014,Magdalena Boado
213021,0.000891166,2014,Alyssa Boey
212316,0.000891166,2014,Rheeya Doshi
202348,0.000881903,2014,Lina Stanciute
201565,0.000881357,2014,Katarzyna Piter
201707,0.000856975,2014,Sachie Ishizu
202626,0.000850678,2014,Stephanie Vogt
201542,0.000846914,2014,Olivia Rogowska
202685,0.000846734,2014,Misa Eguchi
201561,0.000845041,2014,Claire Feuerstein
202467,0.000838131,2014,Elitsa Kostova
201528,0.000838131,2014,Melanie Oudin
201441,0.00082246,2014,Emma Laine
201456,0.000818559,2014,Olga Savchuk
202504,0.000806251,2014,Ying Ying Duan
202498,0.000801416,2014,Julia Glushko
202497,0.000800403,2014,Victoria Duval
202456,0.000799758,2014,Alexandra Cadantu
202436,0.000798227,2014,Reka Luca Jani
201448,0.000791956,2014,Galina Voskoboeva
213530,0.000788643,2014,Allie Kiick
202478,0.000777946,2014,Tara Moore
202579,0.000772884,2014,Giulia Gatto Monticone
203500,0.000769873,2014,Sachia Vickery
201554,0.000746109,2014,Vitalia Diatchenko
202705,0.000745594,2014,Veronica Cepede Royg
212314,0.000725166,2014,Jahana Bayramova
201318,0.000719866,2014,Bethanie Mattek Sands
202701,0.000706359,2014,Irina Khromacheva
202464,0.000673616,2014,Yuliana Lizarazo
206252,0.000673616,2014,Barbora Krejcikova
202669,0.000664358,2014,Cristina Dinu
205815,0.000652363,2014,Eri Hozumi
201534,0.000642933,2014,Asia Muhammed
204294,0.000640878,2014,Su Jeong Jang
211529,0.000640878,2014,Sandra Samir
201683,0.000640878,2014,Bianca Botto
209205,0.000640878,2014,Emma Hayman
204282,0.000640878,2014,Anastasiya Prenko
204220,0.000640878,2014,Dianne Hollands
212244,0.000640878,2014,Amreetha Muttiah
206329,0.000640878,2014,Montserrat Gonzalez
212291,0.000640878,2014,Geraldine Ang
214626,0.000640878,2014,Ida Seljevoll Skancke
201293,0.000640878,2014,Catalina Castano
201677,0.000640878,2014,Mi Yoo
209712,0.000640878,2014,Elaine Genovese
205787,0.000640878,2014,Francesca Segarelli
212304,0.000640878,2014,Maria Siopacha
214615,0.000640878,2014,Khanh Phi Huynh
206304,0.000640878,2014,Yolimar Ogando
212165,0.000640878,2014,Anneliese Rose
210303,0.000640878,2014,Kathinka Von Deichmann
211394,0.000640878,2014,Daniela Ruiz
201387,0.000633351,2014,Sofia Arvidsson
201551,0.000632488,2014,Arantxa Rus
200069,0.000626777,2014,Nadia Petrova
202395,0.000622402,2014,Maria Irigoyen
202493,0.000618793,2014,Ekaterine Gorgodze
214624,0.000618793,2014,Anastasia Detiuc
202647,0.000618793,2014,Madrie Le Roux
203509,0.000611736,2014,Diana Marcinkevica
201648,0.000611736,2014,Naomi Broady
201549,0.000607118,2014,Petra Martic
204411,0.000598766,2014,Storm Sanders
201611,0.000592239,2014,Daria Gavrilova
201414,0.000591643,2014,Michaella Krajicek
203530,0.000589555,2014,Viktorija Golubic
206404,0.00058884,2014,Elizaveta Kulichkova
201631,0.000586318,2014,Nicha Lertpitaksinchai
202430,0.000578484,2014,Alize Lim
201604,0.000578484,2014,Irina Falconi
202536,0.000577573,2014,Ana Bogdan
201570,0.000575045,2014,Vesna Dolonc
203462,0.000574055,2014,Kateryna Kozlova
203435,0.000573488,2014,Dalila Jakupovic
202458,0.00056938,2014,Ashleigh Barty
201442,0.000561209,2014,Yung Jan Chan
213583,0.000559719,2014,Tatjana Maria
201703,0.000559135,2014,Yi Fan Xu
201696,0.000558756,2014,Laura Siegemund
